order_id,order_date,brand,category,base_price_usd,discount_percent,final_price_usd,units_sold,revenue_usd,sales_channel,country,customer_income_level,year,month
ORD113901,2025-12-24,Nike,Gym,96,5,91.2,3,273.6,Retail Store,UK,Low,2025,12
ORD113906,2026-11-11,Reebok,Gym,85,10,76.5,4,306.0,Retail Store,Germany,High,2026,11
ORD113910,2025-05-25,New Balance,Gym,143,30,100.1,4,400.4,Retail Store,UAE,High,2025,5
ORD113922,2025-05-06,Reebok,Basketball,120,15,102.0,3,306.0,Retail Store,Pakistan,Low,2025,5
ORD113927,2025-03-27,ASICS,Basketball,99,15,84.15,4,336.6,Retail Store,USA,Medium,2025,3
ORD113930,2025-07-10,Reebok,Gym,142,0,142.0,3,426.0,Retail Store,India,High,2025,7
ORD113931,2025-03-14,Reebok,Running,208,30,145.6,4,582.4,Retail Store,Pakistan,High,2025,3
ORD113932,2025-05-06,Puma,Running,205,0,205.0,1,205.0,Online,UAE,Low,2025,5
ORD113936,2026-12-17,Puma,Training,156,15,132.6,2,265.2,Retail Store,Germany,Medium,2026,12
ORD113939,2026-01-28,ASICS,Lifestyle,163,5,154.85,4,619.4,Retail Store,Germany,Medium,2026,1
ORD113940,2025-01-12,ASICS,Lifestyle,219,5,208.05,1,208.05,Retail Store,Germany,High,2025,1
ORD113942,2026-04-07,Reebok,Running,203,15,172.55,3,517.65,Online,UAE,High,2026,4
ORD113946,2026-10-30,Reebok,Lifestyle,121,15,102.85,2,205.7,Retail Store,USA,Medium,2026,10
ORD113951,2025-04-12,Puma,Training,72,30,50.4,4,201.6,Online,USA,Medium,2025,4
ORD113952,2025-05-30,Reebok,Gym,119,0,119.0,1,119.0,Retail Store,UK,Medium,2025,5
ORD113956,2026-08-24,Nike,Training,70,0,70.0,1,70.0,Online,UAE,Low,2026,8
ORD113957,2026-06-03,Adidas,Gym,163,30,114.1,3,342.3,Online,India,Medium,2026,6
ORD113959,2026-07-18,Reebok,Training,191,15,162.35,1,162.35,Online,Pakistan,Medium,2026,7
ORD113966,2025-07-31,Adidas,Running,116,5,110.2,1,110.2,Online,India,High,2025,7
ORD113974,2025-05-05,Reebok,Basketball,189,0,189.0,2,378.0,Online,India,Low,2025,5
ORD113984,2026-06-26,Nike,Basketball,124,30,86.8,1,86.8,Retail Store,Pakistan,Medium,2026,6
ORD113994,2026-12-08,New Balance,Lifestyle,89,30,62.3,1,62.3,Retail Store,UAE,Medium,2026,12
ORD113997,2025-11-28,Adidas,Basketball,72,20,57.6,4,230.4,Retail Store,India,Medium,2025,11
ORD114001,2026-06-15,Adidas,Training,102,15,86.7,2,173.4,Online,India,Low,2026,6
ORD114010,2025-09-21,New Balance,Running,114,10,102.6,2,205.2,Online,USA,Medium,2025,9
ORD114011,2025-02-27,Nike,Basketball,132,5,125.4,1,125.4,Online,Germany,Medium,2025,2
ORD114014,2025-08-26,Nike,Running,156,20,124.8,1,124.8,Online,UK,Medium,2025,8
ORD114020,2025-12-15,New Balance,Running,164,15,139.4,4,557.6,Online,UK,High,2025,12
ORD114026,2026-07-02,Nike,Running,168,0,168.0,4,672.0,Retail Store,Pakistan,High,2026,7
ORD114045,2026-01-09,Adidas,Gym,161,30,112.7,4,450.8,Online,India,High,2026,1
ORD114046,2025-03-13,Puma,Running,89,30,62.3,4,249.2,Online,UAE,Low,2025,3
ORD114053,2025-06-20,Adidas,Training,169,30,118.3,3,354.9,Online,Pakistan,Medium,2025,6
ORD114055,2026-09-08,Adidas,Running,213,5,202.35,2,404.7,Retail Store,India,High,2026,9
ORD114058,2025-09-18,Nike,Gym,75,10,67.5,3,202.5,Online,USA,High,2025,9
ORD114064,2025-09-08,New Balance,Running,73,20,58.4,4,233.6,Online,USA,High,2025,9
ORD114065,2025-04-01,ASICS,Basketball,103,5,97.85,3,293.55,Retail Store,Pakistan,Low,2025,4
ORD114073,2025-06-24,New Balance,Running,123,20,98.4,1,98.4,Retail Store,Pakistan,Medium,2025,6
ORD114091,2026-10-30,ASICS,Gym,108,5,102.6,4,410.4,Retail Store,USA,High,2026,10
ORD114094,2026-05-16,Reebok,Training,142,20,113.6,2,227.2,Online,India,Low,2026,5
ORD114108,2026-11-03,Puma,Lifestyle,85,5,80.75,2,161.5,Retail Store,UAE,High,2026,11
ORD114111,2026-07-28,Adidas,Lifestyle,140,10,126.0,1,126.0,Retail Store,Germany,Low,2026,7
ORD114127,2026-02-16,ASICS,Gym,213,30,149.1,3,447.3,Online,Pakistan,Medium,2026,2
ORD114136,2025-11-09,Nike,Gym,182,15,154.7,1,154.7,Online,India,High,2025,11
ORD114138,2025-07-24,ASICS,Running,128,0,128.0,4,512.0,Online,UAE,Low,2025,7
ORD114141,2026-11-11,New Balance,Training,152,5,144.4,4,577.6,Retail Store,UK,Low,2026,11
ORD114144,2026-08-25,Nike,Training,115,5,109.25,3,327.75,Retail Store,UAE,Low,2026,8
ORD114152,2025-01-12,New Balance,Basketball,92,15,78.2,1,78.2,Online,UAE,High,2025,1
ORD114154,2026-02-15,Adidas,Lifestyle,96,30,67.2,4,268.8,Online,USA,Medium,2026,2
ORD114161,2026-09-06,ASICS,Running,177,20,141.6,3,424.8,Retail Store,Germany,Low,2026,9
ORD114167,2025-07-15,Adidas,Running,122,15,103.7,1,103.7,Online,Pakistan,High,2025,7
ORD114172,2026-08-09,ASICS,Training,121,20,96.8,3,290.4,Retail Store,Germany,Low,2026,8
ORD114180,2026-03-10,New Balance,Running,180,10,162.0,2,324.0,Online,Germany,Medium,2026,3
ORD114181,2025-03-21,ASICS,Basketball,215,10,193.5,2,387.0,Online,India,High,2025,3
ORD114182,2026-07-28,Adidas,Gym,142,0,142.0,1,142.0,Retail Store,USA,Medium,2026,7
ORD114186,2026-06-18,Reebok,Lifestyle,98,5,93.1,3,279.3,Online,India,Low,2026,6
ORD114194,2026-05-17,Reebok,Gym,210,15,178.5,4,714.0,Online,Germany,High,2026,5
ORD114195,2025-05-08,Puma,Lifestyle,194,20,155.2,1,155.2,Online,Pakistan,Low,2025,5
ORD114197,2026-07-24,Nike,Basketball,135,15,114.75,1,114.75,Online,Germany,High,2026,7
ORD114198,2026-12-08,Puma,Gym,74,5,70.3,2,140.6,Online,India,High,2026,12
ORD114201,2025-10-07,Reebok,Lifestyle,136,30,95.2,2,190.4,Retail Store,UK,High,2025,10
ORD114206,2026-12-14,Reebok,Running,188,5,178.6,2,357.2,Retail Store,India,High,2026,12
ORD114212,2025-08-20,New Balance,Basketball,61,20,48.8,3,146.4,Online,India,Medium,2025,8
ORD114220,2026-02-20,Puma,Training,200,20,160.0,3,480.0,Retail Store,Germany,Medium,2026,2
ORD114225,2025-08-19,Adidas,Lifestyle,218,30,152.6,3,457.8,Online,UK,Low,2025,8
ORD114226,2026-05-31,Reebok,Running,163,5,154.85,1,154.85,Retail Store,Germany,Medium,2026,5
ORD114231,2025-04-09,ASICS,Gym,200,20,160.0,3,480.0,Retail Store,Germany,High,2025,4
ORD114242,2026-04-07,Adidas,Basketball,74,5,70.3,4,281.2,Retail Store,UK,Medium,2026,4
ORD114243,2025-02-28,Puma,Basketball,124,5,117.8,3,353.4,Online,Germany,Low,2025,2
ORD114254,2026-03-27,Reebok,Lifestyle,213,10,191.7,1,191.7,Retail Store,India,Low,2026,3
ORD114256,2026-07-01,Puma,Training,117,0,117.0,1,117.0,Online,Pakistan,Medium,2026,7
ORD114257,2025-10-04,Nike,Gym,197,5,187.15,2,374.3,Online,UK,High,2025,10
ORD114258,2025-10-31,Puma,Training,126,0,126.0,3,378.0,Retail Store,USA,Medium,2025,10
ORD114268,2026-02-09,Reebok,Gym,200,20,160.0,4,640.0,Retail Store,UAE,Low,2026,2
ORD114269,2026-03-31,Nike,Gym,65,15,55.25,3,165.75,Retail Store,UK,Medium,2026,3
ORD114275,2025-10-12,New Balance,Lifestyle,214,10,192.6,2,385.2,Online,USA,Medium,2025,10
ORD114281,2026-11-22,Puma,Lifestyle,116,20,92.8,3,278.4,Retail Store,India,High,2026,11
ORD114287,2025-06-18,ASICS,Running,154,30,107.8,2,215.6,Online,Pakistan,Medium,2025,6
ORD114291,2025-05-08,Reebok,Running,96,30,67.2,3,201.6,Retail Store,UAE,Medium,2025,5
ORD114304,2026-05-24,Nike,Training,104,15,88.4,2,176.8,Online,UAE,High,2026,5
ORD114306,2025-09-30,Nike,Lifestyle,84,30,58.8,3,176.4,Retail Store,Germany,Medium,2025,9
ORD114311,2025-08-18,New Balance,Gym,143,10,128.7,2,257.4,Retail Store,India,Medium,2025,8
ORD114315,2025-07-30,New Balance,Training,118,0,118.0,3,354.0,Retail Store,Germany,Low,2025,7
ORD114322,2025-03-21,Reebok,Basketball,62,20,49.6,3,148.8,Retail Store,UK,High,2025,3
ORD114332,2026-08-19,Reebok,Running,100,0,100.0,4,400.0,Retail Store,USA,High,2026,8
ORD114333,2025-11-17,Adidas,Training,141,30,98.7,1,98.7,Retail Store,UK,High,2025,11
ORD114342,2025-10-04,Reebok,Basketball,169,20,135.2,4,540.8,Retail Store,Pakistan,High,2025,10
ORD114348,2026-06-21,ASICS,Running,73,15,62.05,3,186.15,Online,Germany,Low,2026,6
ORD114352,2026-09-19,Reebok,Training,148,10,133.2,2,266.4,Retail Store,USA,High,2026,9
ORD114355,2025-04-20,New Balance,Gym,190,30,133.0,3,399.0,Retail Store,UK,Low,2025,4
ORD114357,2026-05-26,Nike,Lifestyle,217,30,151.9,2,303.8,Online,Germany,Low,2026,5
ORD114361,2026-01-04,ASICS,Running,161,10,144.9,3,434.7,Retail Store,UK,High,2026,1
ORD114364,2026-04-02,Nike,Training,144,30,100.8,3,302.4,Online,UK,High,2026,4
ORD114367,2025-09-11,Adidas,Lifestyle,127,10,114.3,4,457.2,Online,UK,Low,2025,9
ORD114371,2025-09-25,Adidas,Basketball,93,0,93.0,2,186.0,Retail Store,Pakistan,High,2025,9
ORD114379,2025-03-04,Reebok,Basketball,98,0,98.0,1,98.0,Retail Store,UK,High,2025,3
ORD114380,2026-02-08,Nike,Basketball,94,20,75.2,3,225.6,Retail Store,India,Low,2026,2
ORD114382,2026-10-14,Nike,Training,217,15,184.45,1,184.45,Retail Store,UK,High,2026,10
ORD114385,2025-03-22,Adidas,Basketball,207,5,196.65,4,786.6,Retail Store,UK,Medium,2025,3
ORD114389,2025-08-23,New Balance,Running,154,5,146.3,2,292.6,Online,Pakistan,Medium,2025,8
ORD114392,2025-01-24,Adidas,Basketball,210,5,199.5,3,598.5,Online,Pakistan,Medium,2025,1
ORD114393,2026-11-05,Puma,Basketball,214,20,171.2,2,342.4,Online,USA,Low,2026,11
ORD114394,2026-08-25,Nike,Running,163,5,154.85,2,309.7,Online,USA,Medium,2026,8
ORD114396,2025-11-24,New Balance,Gym,194,30,135.8,4,543.2,Retail Store,UK,High,2025,11
ORD114402,2026-04-26,Nike,Lifestyle,76,20,60.8,2,121.6,Retail Store,Germany,High,2026,4
ORD114403,2025-01-17,Nike,Lifestyle,66,20,52.8,4,211.2,Retail Store,UAE,Medium,2025,1
ORD114412,2025-04-26,Reebok,Running,107,20,85.6,2,171.2,Online,USA,Medium,2025,4
ORD114416,2025-12-09,Adidas,Running,203,20,162.4,4,649.6,Online,UK,Medium,2025,12
ORD114419,2026-01-17,Nike,Training,126,20,100.8,2,201.6,Retail Store,UAE,Low,2026,1
ORD114420,2025-06-26,Puma,Basketball,76,0,76.0,1,76.0,Retail Store,Pakistan,Low,2025,6
ORD114423,2026-08-04,ASICS,Running,169,0,169.0,2,338.0,Retail Store,UAE,Low,2026,8
ORD114426,2025-01-13,Puma,Running,210,20,168.0,2,336.0,Online,UAE,Medium,2025,1
ORD114437,2025-09-24,Nike,Basketball,106,0,106.0,3,318.0,Retail Store,UK,Low,2025,9
ORD114440,2026-04-08,ASICS,Lifestyle,144,20,115.2,4,460.8,Online,Germany,High,2026,4
ORD114442,2025-01-08,New Balance,Gym,117,0,117.0,4,468.0,Online,Pakistan,Low,2025,1
ORD114445,2025-07-27,Nike,Basketball,212,10,190.8,1,190.8,Online,UK,Medium,2025,7
ORD114465,2025-09-21,Reebok,Lifestyle,107,10,96.3,2,192.6,Online,Germany,High,2025,9
ORD114471,2025-04-06,Reebok,Training,83,30,58.1,3,174.3,Retail Store,UAE,High,2025,4
ORD114476,2025-07-24,Puma,Basketball,183,20,146.4,3,439.2,Online,UK,High,2025,7
ORD114481,2026-08-06,ASICS,Gym,184,15,156.4,2,312.8,Retail Store,Germany,Low,2026,8
ORD114482,2026-06-20,Puma,Training,216,30,151.2,1,151.2,Online,India,High,2026,6
ORD114486,2025-02-09,Adidas,Lifestyle,114,30,79.8,2,159.6,Retail Store,Pakistan,High,2025,2
ORD114493,2026-03-02,Nike,Basketball,209,10,188.1,2,376.2,Online,UK,Low,2026,3
ORD114496,2025-01-16,Adidas,Gym,149,30,104.3,1,104.3,Retail Store,UK,Low,2025,1
ORD114497,2026-07-03,New Balance,Gym,141,30,98.7,3,296.1,Online,UK,Low,2026,7
ORD114500,2026-02-15,Puma,Training,181,15,153.85,4,615.4,Online,India,Medium,2026,2
ORD114502,2025-11-22,Reebok,Lifestyle,167,5,158.65,2,317.3,Retail Store,UK,Low,2025,11
ORD114506,2026-02-15,New Balance,Gym,172,30,120.4,2,240.8,Online,USA,Low,2026,2
ORD114516,2026-12-11,Puma,Basketball,180,0,180.0,4,720.0,Online,Germany,Medium,2026,12
ORD114521,2025-06-13,ASICS,Basketball,180,15,153.0,4,612.0,Online,Germany,High,2025,6
ORD114522,2026-02-16,Puma,Training,89,10,80.1,3,240.3,Retail Store,India,Medium,2026,2
ORD114523,2025-10-10,Reebok,Lifestyle,107,5,101.65,3,304.95,Retail Store,UK,Medium,2025,10
ORD114524,2026-10-28,Nike,Basketball,114,5,108.3,2,216.6,Retail Store,India,Low,2026,10
ORD114525,2026-08-03,Nike,Gym,193,20,154.4,1,154.4,Online,UK,Medium,2026,8
ORD114527,2025-07-25,Adidas,Training,70,5,66.5,1,66.5,Online,UK,Low,2025,7
ORD114532,2026-11-08,Reebok,Training,148,0,148.0,1,148.0,Retail Store,UAE,Medium,2026,11
ORD114533,2025-08-15,Reebok,Gym,199,20,159.2,3,477.6,Retail Store,UK,High,2025,8
ORD114538,2025-08-14,Adidas,Running,122,20,97.6,4,390.4,Online,Pakistan,Medium,2025,8
ORD114540,2025-04-21,ASICS,Gym,155,20,124.0,1,124.0,Online,India,Medium,2025,4
ORD114543,2026-07-27,Adidas,Running,134,10,120.6,4,482.4,Retail Store,Germany,Low,2026,7
ORD114544,2026-01-14,New Balance,Running,78,20,62.4,2,124.8,Retail Store,Pakistan,High,2026,1
ORD114553,2026-11-23,ASICS,Training,163,0,163.0,4,652.0,Online,Pakistan,Medium,2026,11
ORD114554,2026-01-06,Reebok,Gym,196,5,186.2,4,744.8,Online,UAE,Medium,2026,1
ORD114557,2026-05-09,Nike,Running,110,5,104.5,2,209.0,Retail Store,India,Medium,2026,5
ORD114561,2025-09-09,Nike,Training,154,5,146.3,1,146.3,Retail Store,Pakistan,Low,2025,9
ORD114562,2025-11-09,New Balance,Lifestyle,66,30,46.2,1,46.2,Online,UK,Medium,2025,11
ORD114566,2026-05-14,Nike,Training,153,30,107.1,3,321.3,Online,Pakistan,High,2026,5
ORD114575,2026-04-04,New Balance,Lifestyle,106,15,90.1,2,180.2,Online,India,Medium,2026,4
ORD114577,2025-07-25,ASICS,Basketball,194,30,135.8,1,135.8,Retail Store,UK,Medium,2025,7
ORD114580,2026-10-22,Reebok,Basketball,93,20,74.4,2,148.8,Online,Germany,High,2026,10
ORD114590,2026-11-05,Puma,Gym,67,15,56.95,3,170.85,Retail Store,UK,Low,2026,11
ORD114591,2026-08-20,Nike,Gym,137,10,123.3,1,123.3,Retail Store,USA,Low,2026,8
ORD114593,2026-05-27,ASICS,Basketball,174,0,174.0,2,348.0,Online,Pakistan,Low,2026,5
ORD114605,2025-10-31,Puma,Basketball,100,10,90.0,2,180.0,Online,UAE,Medium,2025,10
ORD114609,2026-06-13,Adidas,Running,147,20,117.6,4,470.4,Online,UAE,High,2026,6
ORD114611,2026-04-20,New Balance,Training,84,20,67.2,2,134.4,Online,UAE,High,2026,4
ORD114615,2025-10-13,Puma,Basketball,171,5,162.45,3,487.35,Retail Store,USA,High,2025,10
ORD114619,2026-03-02,Reebok,Running,119,30,83.3,4,333.2,Retail Store,Germany,Medium,2026,3
ORD114623,2026-08-19,Reebok,Basketball,121,5,114.95,1,114.95,Retail Store,India,High,2026,8
ORD114627,2025-10-24,Nike,Basketball,65,30,45.5,2,91.0,Retail Store,India,Low,2025,10
ORD114631,2026-03-30,ASICS,Lifestyle,88,10,79.2,4,316.8,Online,Pakistan,Medium,2026,3
ORD114632,2025-08-22,Reebok,Basketball,88,0,88.0,3,264.0,Online,UK,Low,2025,8
ORD114644,2026-05-05,New Balance,Running,198,10,178.2,2,356.4,Online,UK,Medium,2026,5
ORD114645,2026-07-22,New Balance,Running,66,20,52.8,1,52.8,Retail Store,UAE,High,2026,7
ORD114647,2025-12-07,New Balance,Training,149,30,104.3,2,208.6,Online,USA,Low,2025,12
ORD114649,2026-08-21,Nike,Gym,211,20,168.8,2,337.6,Online,UAE,Medium,2026,8
ORD114654,2025-12-07,Nike,Training,132,15,112.2,4,448.8,Retail Store,UAE,Medium,2025,12
ORD114658,2026-05-23,Adidas,Running,144,20,115.2,3,345.6,Retail Store,UAE,Low,2026,5
ORD114662,2025-03-11,Adidas,Lifestyle,76,10,68.4,4,273.6,Online,USA,High,2025,3
ORD114664,2025-01-20,Puma,Gym,187,5,177.65,3,532.95,Retail Store,Germany,High,2025,1
ORD114668,2025-08-15,Adidas,Lifestyle,117,15,99.45,2,198.9,Retail Store,USA,Medium,2025,8
ORD114669,2026-10-02,New Balance,Training,213,20,170.4,4,681.6,Retail Store,USA,Low,2026,10
ORD114675,2026-02-22,Reebok,Lifestyle,201,0,201.0,1,201.0,Online,Pakistan,Low,2026,2
ORD114676,2025-04-17,Adidas,Lifestyle,218,15,185.3,3,555.9,Retail Store,USA,High,2025,4
ORD114686,2025-04-15,Reebok,Lifestyle,101,30,70.7,4,282.8,Retail Store,UK,Low,2025,4
ORD114687,2025-01-26,Reebok,Running,161,20,128.8,1,128.8,Retail Store,India,Medium,2025,1
ORD114689,2026-04-15,Adidas,Lifestyle,80,15,68.0,2,136.0,Online,USA,High,2026,4
ORD114690,2026-07-19,New Balance,Training,67,15,56.95,2,113.9,Online,India,Low,2026,7
ORD114692,2025-08-14,New Balance,Basketball,219,30,153.3,1,153.3,Online,UAE,Low,2025,8
ORD114694,2026-12-12,Nike,Basketball,91,30,63.7,4,254.8,Online,Pakistan,Low,2026,12
ORD114696,2025-03-26,Puma,Running,111,15,94.35,4,377.4,Retail Store,Pakistan,Low,2025,3
ORD114705,2025-07-17,ASICS,Gym,70,30,49.0,2,98.0,Online,UK,Medium,2025,7
ORD114707,2026-02-27,Nike,Lifestyle,200,10,180.0,1,180.0,Retail Store,Germany,Medium,2026,2
ORD114712,2025-12-01,ASICS,Gym,129,15,109.65,1,109.65,Online,USA,Low,2025,12
ORD114714,2026-01-19,Adidas,Basketball,87,0,87.0,4,348.0,Online,UAE,Medium,2026,1
ORD114715,2025-09-23,Nike,Basketball,170,5,161.5,1,161.5,Retail Store,Germany,Medium,2025,9
ORD114721,2025-12-18,Adidas,Training,150,5,142.5,2,285.0,Retail Store,Germany,Medium,2025,12
ORD114726,2025-09-20,Adidas,Basketball,62,30,43.4,1,43.4,Retail Store,Germany,Low,2025,9
ORD114727,2026-03-10,Reebok,Lifestyle,196,5,186.2,2,372.4,Retail Store,India,Low,2026,3
ORD114737,2026-06-12,Reebok,Lifestyle,81,15,68.85,2,137.7,Retail Store,UK,High,2026,6
ORD114739,2025-06-01,Nike,Lifestyle,217,10,195.3,1,195.3,Retail Store,USA,Medium,2025,6
ORD114740,2025-08-30,ASICS,Training,206,10,185.4,3,556.2,Retail Store,UAE,High,2025,8
ORD114741,2026-10-08,Adidas,Running,118,20,94.4,2,188.8,Retail Store,UAE,High,2026,10
ORD114743,2026-05-19,Adidas,Gym,60,20,48.0,3,144.0,Online,UAE,High,2026,5
ORD114754,2025-04-06,ASICS,Training,183,5,173.85,1,173.85,Online,UK,High,2025,4
ORD114758,2026-09-18,Reebok,Running,123,10,110.7,2,221.4,Retail Store,UK,High,2026,9
ORD114762,2026-02-13,Adidas,Running,182,30,127.4,4,509.6,Online,India,Low,2026,2
ORD114778,2025-09-17,Nike,Gym,202,10,181.8,3,545.4,Online,Pakistan,Low,2025,9
ORD114779,2025-01-29,New Balance,Training,209,20,167.2,1,167.2,Online,India,High,2025,1
ORD114785,2026-09-24,Puma,Lifestyle,192,30,134.4,1,134.4,Retail Store,USA,Medium,2026,9
ORD114790,2026-07-27,ASICS,Training,94,15,79.9,3,239.7,Online,USA,High,2026,7
ORD114794,2026-03-03,Puma,Basketball,206,30,144.2,2,288.4,Online,Germany,Low,2026,3
ORD114795,2026-07-25,Reebok,Training,82,30,57.4,4,229.6,Online,USA,Low,2026,7
ORD114800,2026-08-03,New Balance,Training,126,10,113.4,3,340.2,Online,UK,High,2026,8
ORD114809,2025-08-25,Puma,Basketball,69,15,58.65,3,175.95,Online,India,Low,2025,8
ORD114820,2026-05-17,Reebok,Training,185,5,175.75,3,527.25,Online,Germany,Low,2026,5
ORD114827,2026-12-29,Puma,Training,88,5,83.6,3,250.8,Online,Pakistan,Medium,2026,12
ORD114839,2025-06-22,Nike,Gym,121,15,102.85,2,205.7,Retail Store,UAE,High,2025,6
ORD114846,2026-12-22,Nike,Basketball,128,30,89.6,3,268.8,Online,USA,Low,2026,12
ORD114851,2026-07-22,ASICS,Basketball,79,0,79.0,2,158.0,Retail Store,UK,Medium,2026,7
ORD114855,2026-10-30,ASICS,Running,118,10,106.2,3,318.6,Online,UAE,Low,2026,10
ORD114859,2025-07-05,Reebok,Training,193,30,135.1,3,405.3,Online,UAE,Medium,2025,7
ORD114863,2025-09-16,Adidas,Running,187,30,130.9,1,130.9,Online,India,Medium,2025,9
ORD114870,2025-10-07,New Balance,Lifestyle,110,10,99.0,1,99.0,Retail Store,India,Low,2025,10
ORD114873,2026-03-16,Reebok,Gym,138,10,124.2,3,372.6,Online,UAE,Medium,2026,3
ORD114875,2025-02-15,Adidas,Gym,114,5,108.3,1,108.3,Retail Store,Germany,Medium,2025,2
ORD114877,2025-09-29,Adidas,Running,192,10,172.8,1,172.8,Online,Pakistan,Low,2025,9
ORD114879,2026-03-09,Adidas,Basketball,201,10,180.9,2,361.8,Retail Store,Pakistan,High,2026,3
ORD114887,2025-01-27,ASICS,Lifestyle,202,5,191.9,1,191.9,Online,Germany,High,2025,1
ORD114892,2025-08-10,Nike,Basketball,91,30,63.7,1,63.7,Online,Pakistan,Medium,2025,8
ORD114893,2026-07-20,Reebok,Gym,106,20,84.8,2,169.6,Online,UK,High,2026,7
ORD114902,2025-05-12,Reebok,Training,112,0,112.0,1,112.0,Retail Store,Pakistan,High,2025,5
ORD114907,2026-09-17,Adidas,Running,65,0,65.0,4,260.0,Online,India,Medium,2026,9
ORD114921,2026-12-17,Nike,Basketball,215,20,172.0,4,688.0,Online,USA,Medium,2026,12
ORD114923,2025-01-09,Nike,Training,89,30,62.3,1,62.3,Retail Store,UAE,Low,2025,1
ORD114926,2025-03-05,Nike,Gym,96,5,91.2,1,91.2,Retail Store,Pakistan,Medium,2025,3
ORD114927,2025-05-31,Puma,Training,122,20,97.6,4,390.4,Retail Store,UK,Low,2025,5
ORD114937,2025-09-04,Reebok,Basketball,128,10,115.2,2,230.4,Retail Store,Germany,Low,2025,9
ORD114948,2025-09-13,ASICS,Running,192,5,182.4,1,182.4,Retail Store,India,Low,2025,9
ORD114955,2026-04-13,Reebok,Training,214,10,192.6,1,192.6,Online,UK,Medium,2026,4
ORD114958,2025-07-20,Adidas,Lifestyle,112,20,89.6,4,358.4,Retail Store,India,High,2025,7
ORD114963,2025-05-05,ASICS,Basketball,62,15,52.7,2,105.4,Online,Pakistan,High,2025,5
ORD114973,2026-04-23,New Balance,Gym,180,15,153.0,4,612.0,Online,USA,Medium,2026,4
ORD114977,2026-05-24,New Balance,Running,68,10,61.2,4,244.8,Retail Store,UK,Medium,2026,5
ORD114987,2026-06-12,New Balance,Basketball,187,10,168.3,4,673.2,Online,UK,Low,2026,6
ORD114989,2025-04-22,New Balance,Gym,214,0,214.0,1,214.0,Online,UAE,Medium,2025,4
ORD114990,2025-11-21,New Balance,Gym,121,5,114.95,3,344.85,Online,Germany,Low,2025,11
ORD114991,2026-07-12,Puma,Gym,113,5,107.35,3,322.05,Retail Store,USA,Medium,2026,7
ORD114994,2025-03-27,ASICS,Basketball,99,15,84.15,4,336.6,Online,India,High,2025,3
ORD115000,2025-02-07,New Balance,Running,146,10,131.4,4,525.6,Retail Store,USA,High,2025,2
ORD115003,2025-04-05,Adidas,Training,107,20,85.6,2,171.2,Retail Store,UAE,High,2025,4
ORD115007,2026-12-16,New Balance,Training,173,5,164.35,1,164.35,Retail Store,India,Low,2026,12
ORD115012,2026-12-22,Nike,Basketball,157,5,149.15,1,149.15,Retail Store,UAE,High,2026,12
ORD115017,2026-01-09,Adidas,Gym,71,15,60.35,3,181.05,Retail Store,Germany,Low,2026,1
ORD115022,2026-02-28,ASICS,Basketball,169,10,152.1,3,456.3,Retail Store,UK,Low,2026,2
ORD115024,2026-11-30,ASICS,Gym,126,5,119.7,3,359.1,Online,Germany,Medium,2026,11
ORD115025,2026-12-26,Adidas,Basketball,157,30,109.9,4,439.6,Retail Store,India,Low,2026,12
ORD115031,2026-04-05,New Balance,Running,119,10,107.1,4,428.4,Retail Store,India,Medium,2026,4
ORD115035,2026-03-29,Reebok,Training,69,20,55.2,1,55.2,Retail Store,USA,Medium,2026,3
ORD115039,2025-04-22,Reebok,Lifestyle,134,30,93.8,4,375.2,Retail Store,Germany,Medium,2025,4
ORD115056,2026-12-26,New Balance,Lifestyle,144,30,100.8,1,100.8,Online,India,Low,2026,12
ORD115060,2026-07-27,New Balance,Basketball,161,5,152.95,3,458.85,Retail Store,UAE,Low,2026,7
ORD115063,2026-11-20,Reebok,Gym,161,15,136.85,4,547.4,Online,USA,Medium,2026,11
ORD115065,2025-08-30,Nike,Running,196,0,196.0,3,588.0,Retail Store,USA,Low,2025,8
ORD115069,2026-04-16,Puma,Basketball,88,15,74.8,1,74.8,Retail Store,USA,Medium,2026,4
ORD115077,2025-04-01,Puma,Lifestyle,150,0,150.0,4,600.0,Online,USA,Low,2025,4
ORD115078,2026-08-21,New Balance,Lifestyle,205,20,164.0,3,492.0,Retail Store,India,High,2026,8
ORD115081,2026-07-14,Nike,Running,205,10,184.5,3,553.5,Online,India,Medium,2026,7
ORD115082,2026-10-23,ASICS,Lifestyle,168,10,151.2,4,604.8,Retail Store,UAE,Low,2026,10
ORD115091,2026-05-19,New Balance,Training,139,0,139.0,3,417.0,Online,India,High,2026,5
ORD115098,2026-07-25,Adidas,Running,185,10,166.5,3,499.5,Retail Store,India,Low,2026,7
ORD115102,2026-06-30,Nike,Running,117,15,99.45,1,99.45,Online,USA,Medium,2026,6
ORD115105,2025-03-21,Nike,Lifestyle,113,20,90.4,3,271.2,Retail Store,UK,High,2025,3
ORD115106,2025-01-10,Reebok,Training,193,15,164.05,2,328.1,Online,India,Medium,2025,1
ORD115110,2025-04-29,Nike,Lifestyle,185,10,166.5,4,666.0,Retail Store,Germany,Low,2025,4
ORD115111,2026-04-05,Adidas,Training,204,10,183.6,1,183.6,Online,UK,Low,2026,4
ORD115112,2026-07-06,Reebok,Training,128,30,89.6,4,358.4,Online,USA,Medium,2026,7
ORD115116,2025-04-26,New Balance,Basketball,187,20,149.6,2,299.2,Online,Germany,Low,2025,4
